from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5853773;5975375;406;28414;120;76;28684;113;92;28165;124;95;28165;66;37058;57;33772;35
5853774;5975375;403;28177;118;75;28117;106;89;27928;124;92;27928;65;36691;56;33404;34
5853775;5975375;396;27700;117;74;28047;106;82;27451;118;85;27451;65;36325;55;33144;33
5853776;5975375;389;27258;115;73;27653;90;78;27010;118;78;27010;64;35931;54;32750;33
5853777;5975375;387;27063;115;73;27653;87;75;26814;106;76;26814;64;32559;55;32508;33
5853778;5975375;388;27190;113;72;27188;90;77;26942;112;77;26942;63;35895;54;33342;32
5853779;5975375;394;27600;113;72;27188;129;119;27418;135;120;27418;63;32418;54;32366;32
5853780;5975375;373;26132;112;71;25773;86;72;25890;106;73;25890;63;31045;54;30994;32
5853781;5975375;365;25558;112;71;25773;90;77;26137;111;77;26137;63;30967;54;30916;32
5853782;5975375;364;25510;110;69;25569;90;76;26089;111;76;26089;62;30778;53;30726;32
5853783;5975375;360;25176;109;69;25493;85;70;25035;106;71;25035;62;30797;53;30745;32
5853784;5975375;361;25239;111;70;25689;86;71;25099;106;72;25099;63;30624;54;30572;32
5853785;5975375;346;24227;111;70;25689;85;71;24021;106;72;24021;61;30756;52;30704;30
5853786;5975375;338;23673;103;65;24117;75;63;23466;95;64;23466;61;29435;52;29383;30
5853787;5975375;334;23375;103;65;24170;75;60;23270;91;61;23270;61;29415;52;29364;30
5853788;5975375;332;23252;102;65;23968;75;59;23208;91;60;23208;60;29433;51;29381;30
5853789;5975375;336;23510;97;62;23061;76;64;23466;95;64;23466;58;28287;49;28287;29
5853790;5975375;323;22626;97;61;22824;74;54;22392;84;54;22392;58;28304;49;28304;28
5853791;5975375;319;22340;96;61;22537;73;54;22421;78;54;22421;58;27654;49;27654;28
5853792;5975375;314;21987;95;60;22309;72;53;21787;75;54;21788;57;27521;49;27521;28
5853793;5975375;312;21806;95;60;22176;72;51;21775;75;52;21652;57;27336;49;27336;28
5853794;5975375;319;22297;97;61;22535;73;56;22152;82;60;22143;58;27693;49;27693;29
5853795;5975375;321;22453;98;62;22858;73;58;22308;85;62;22299;59;27952;50;27952;29
5853796;5975375;326;22806;100;63;23310;78;63;22660;90;67;22651;59;28485;50;28485;29
5853797;5975375;307;21522;100;63;23310;73;61;21367;84;63;21368;60;28883;51;28883;30
5853798;5975375;310;21697;102;64;23525;78;63;21543;87;65;21543;60;29041;51;29041;30
5853799;5975375;309;21608;102;64;23525;77;66;21738;86;68;21738;60;30659;51;30659;30
5853800;5975375;312;21856;96;61;20942;83;69;21986;87;71;21987;-1;26214;-1;26214;-1
5853801;5975375;298;20883;103;65;21095;91;77;21201;97;83;21273;57;25650;49;25650;29
5853802;5975375;295;20650;103;65;21095;88;74;20968;91;76;20969;57;25967;49;25967;29
5853803;5975375;294;20565;103;65;21159;88;73;20884;91;75;20884;57;26112;49;26112;29
5853804;5975375;297;20800;103;65;20981;88;76;21118;94;82;21190;57;26346;49;26346;29
5853805;5975375;308;21557;103;65;20981;115;99;31887;116;99;27918;54;25867;49;25867;29
5853806;5975375;303;21211;103;65;20981;114;101;31995;116;100;28026;54;24030;49;23652;29
5853807;5975375;298;20841;101;64;19795;113;102;32045;115;101;28076;54;24091;49;23713;29
5853808;5975375;296;20704;100;64;23057;116;101;22494;115;104;28271;54;24161;49;23783;29
5853809;5975375;340;23794;100;64;23057;107;86;26938;107;87;26938;53;23905;48;23905;28
5853810;5975375;340;23816;100;64;23057;107;86;26961;108;85;26961;53;23749;48;23749;28
5853811;5975375;334;23372;101;64;22669;99;80;26516;103;81;26516;53;23505;48;23505;27
5853812;5975375;328;22983;101;64;22669;92;66;25558;95;67;25558;53;22921;48;22921;28
5853813;5975375;287;20099;100;63;22555;95;87;22806;93;87;21487;53;23182;47;23182;27
5853814;5975375;287;20125;98;62;22242;90;80;22307;91;85;21424;53;23107;47;23107;27
5853815;5975375;289;20220;90;57;20238;89;78;22145;88;83;21262;51;23052;45;23052;25
5853816;5975375;296;20747;90;57;20239;74;61;19408;68;57;19408;46;19784;42;19784;24
5853817;5975375;292;20427;89;56;20134;69;59;19088;62;53;19088;46;20086;42;20086;24
5853818;5975375;302;21162;88;56;20015;78;66;19634;78;59;19634;46;-1;41;-1;23
5853819;5975375;303;21235;88;56;20010;73;60;19252;78;53;19252;46;19449;42;19449;23
5853820;5975375;278;19432;86;54;19713;52;46;18665;52;46;18665;48;19953;43;19990;23
5853821;5975375;277;19422;84;53;19377;52;46;18673;52;46;18673;47;19601;42;19639;23
5853822;5975375;281;19658;85;54;19587;54;50;18925;54;50;18925;47;19493;42;19530;23
5853823;5975375;285;19948;85;54;19474;58;51;19201;58;54;19216;47;19609;42;19646;23
5853824;5975375;289;20246;86;54;19677;58;49;19376;68;49;19376;48;19885;42;19923;23
5853825;5975375;284;19872;86;55;19988;59;49;19418;65;49;19418;48;20223;43;20260;23
5853826;5975375;279;19559;84;53;19576;61;52;20163;65;50;20080;48;20041;43;20079;23
5853827;5975375;277;19420;84;53;19523;60;51;20016;61;48;19933;47;20195;42;20233;23
5853828;5975375;290;20299;89;56;20498;69;52;22329;76;55;22329;49;20739;44;20777;24
5853829;5975375;292;20427;90;57;20729;70;48;20973;70;50;20973;49;21041;44;20985;24
5853830;5975375;295;20670;91;58;21041;70;51;21802;74;51;21088;50;21223;45;21260;25
5853831;5975375;298;20856;92;58;21016;71;50;21442;74;52;21442;50;21440;45;21477;25
5853832;5975375;288;20155;92;58;20950;81;67;21449;83;70;21449;49;21582;44;21619;25
5853833;5975375;279;19528;92;58;20950;76;65;30031;84;60;24200;50;20728;45;20728;25
5853834;5975375;278;19447;86;55;19261;75;64;29949;84;59;24119;50;20879;45;20879;25
5853835;5975375;285;19980;90;57;19740;76;64;29068;84;60;24648;49;21369;45;21369;25
5853836;5975375;282;19741;90;57;19773;72;60;28829;83;57;24408;49;21105;44;21105;24
5853837;5975375;304;21259;91;58;20109;78;70;28738;86;69;25972;52;21683;47;21683;26
5853838;5975375;307;21504;91;58;20109;82;73;28982;91;73;26216;52;-1;47;-1;27
5853839;5975375;289;20251;91;58;20133;102;95;20018;103;90;20624;51;-1;47;-1;26
5853840;5975375;294;20585;91;58;20133;104;95;26938;107;95;20958;51;-1;44;-1;28
5853841;5975375;285;19974;92;59;20541;95;86;26327;98;86;20347;51;23358;44;24977;28
5853842;5975375;291;20390;92;59;20541;103;92;26742;105;92;20762;51;23489;44;25108;28
5853843;5975375;289;20231;84;53;18763;102;95;19998;103;90;20603;52;23614;45;25233;28
5853844;5975375;291;20378;84;53;18763;103;92;26730;105;92;20750;53;23841;46;25460;29
5853845;5975375;294;20604;84;53;18763;105;95;26956;106;95;20976;53;24178;46;25797;29
5853846;5975375;298;20827;84;53;18763;109;98;27180;109;98;21200;56;-1;49;-1;31
5853847;5975375;272;19060;83;53;18748;66;59;24695;66;59;24695;56;-1;49;-1;31
5853848;5975375;273;19136;-1;-1;-1;69;64;25165;69;64;25165;45;22272;39;22272;23
5853849;5975375;274;19160;-1;-1;-1;71;62;24890;71;62;24890;-1;22067;-1;22067;-1
5853850;5975375;282;19722;-1;-1;-1;78;72;20932;81;70;20932;47;22580;41;22580;24
5853851;5975375;278;19467;89;56;19630;75;65;20579;79;66;20677;47;22597;40;22597;24
5853852;5975375;279;19550;89;56;19630;65;52;19694;70;53;19793;45;22793;39;22793;22
5853853;5975375;279;19561;89;56;19630;59;52;19579;67;50;19579;45;22705;39;22705;22
5853854;5975375;273;19083;85;54;18959;56;48;19260;60;46;19260;45;22502;39;22502;22
5853855;5975375;272;19036;86;54;19572;61;51;18906;66;50;18906;45;21352;39;21389;22
5853856;5975375;268;18785;81;52;18719;54;45;18783;57;43;18783;46;22285;40;22322;22
5853857;5975375;272;19063;83;53;19042;57;50;18703;59;48;18703;48;22844;41;22881;24
5853858;5975375;278;19472;85;54;19472;56;44;20285;56;45;20285;47;22583;40;22620;23
5853859;5975375;277;19372;85;54;19564;56;45;20341;55;46;20341;47;22998;41;23035;24
5853860;5975375;280;19573;87;55;19767;57;50;19802;57;50;20637;48;23330;42;23368;24
5853861;5975375;281;19656;87;55;19601;56;49;20404;56;49;20404;48;23418;42;23456;24
5853862;5975375;281;19647;91;58;19906;50;42;19889;50;42;19889;50;23429;43;23467;26
5853863;5975375;282;19763;91;57;19819;43;34;19323;43;34;19323;49;25064;43;25102;26
5853864;5975375;281;19691;90;57;19831;43;32;19220;43;32;19220;49;24758;42;24796;25
5853865;5975375;281;19692;90;57;19760;43;35;19418;43;35;19418;48;24246;42;24284;25
5853866;5975375;286;20017;91;58;20176;49;45;20208;48;45;20208;47;24867;41;25166;24
5853867;5975375;283;19776;90;57;19899;46;42;19979;46;42;19979;47;24930;41;24923;24
5853868;5975375;284;19853;91;58;20103;42;37;19630;41;33;19435;47;25082;41;25076;24
5853869;5975375;287;20089;91;57;20160;41;36;19590;40;32;19395;45;24695;39;24689;24
5853870;5975375;287;20122;92;58;20458;43;38;19682;42;33;19487;46;24679;40;24672;24
5853871;5975375;291;20347;91;58;20434;49;42;19991;48;38;19796;45;24268;39;24262;24
5853872;5975375;294;20551;92;58;20681;50;48;20944;50;44;20937;45;24399;39;24393;24
5853873;5975375;297;20773;92;59;20647;51;49;20976;50;45;20751;46;24734;40;24727;24
5853874;5975375;298;20891;93;59;20781;55;51;21619;53;47;21619;45;24423;39;24416;24
5853875;5975375;303;21184;94;60;21067;56;50;21963;56;50;22077;47;24826;41;24820;25
5853876;5975375;306;21422;95;60;21258;59;53;22633;58;52;22244;47;25079;42;25072;25
5853877;5975375;311;21778;97;61;21624;61;53;22647;60;52;22647;48;25392;42;25385;26
5853878;5975375;314;21963;98;62;21866;59;50;21578;58;49;21578;49;25556;43;25202;26
5853879;5975375;318;22290;100;63;22175;59;47;21380;61;46;21380;47;24839;41;24833;24
5853880;5975375;320;22428;101;64;22579;55;44;21147;58;43;21147;46;24687;40;24680;23
5853881;5975375;321;22480;101;64;22589;58;46;20988;60;46;20988;46;23490;40;23484;24
5853882;5975375;318;22248;100;63;22234;60;48;20846;60;48;20846;43;24087;38;24081;22
5853883;5975375;321;22488;101;64;22590;57;47;21225;62;48;21365;44;24270;39;24263;23
5853884;5975375;332;23209;101;64;23223;69;49;22040;72;50;22212;46;24743;41;24737;24
5853885;5975375;330;23100;101;64;23223;67;48;21930;66;49;22103;46;24578;41;24572;24
5855618;5975375;517;36219;158;100;35435;128;115;39107;132;116;35588;74;39208;64;39176;41
5855619;5975375;504;35259;156;99;35260;120;101;38147;126;102;34629;74;38939;64;38907;41
5855620;5975375;500;34966;154;97;34838;119;97;37854;126;98;34336;73;38660;63;38628;41
5855621;5975375;498;34882;152;96;34675;117;96;37770;126;97;34251;73;38428;63;38396;40
5855622;5975375;496;34723;150;95;34195;114;93;37611;123;94;34093;72;38168;62;38136;39
5855623;5975375;500;35000;150;95;34195;120;97;37888;129;98;34370;72;38030;62;37999;39
5855624;5975375;488;34192;148;94;33916;106;86;37080;117;87;33562;71;37767;61;37735;39
5855625;5975375;487;34109;148;93;34113;99;75;37012;110;76;33493;72;37842;62;37810;39
5855626;5975375;486;34052;147;93;33933;96;74;36955;110;75;33437;71;37673;61;37641;39
5855627;5975375;475;33217;144;91;33209;92;72;36105;104;73;32587;69;36962;59;36930;37
5855628;5975375;476;33285;145;92;33208;103;75;36334;117;76;32816;69;36976;60;36945;37
5855629;5975375;476;33339;145;92;33207;103;76;36388;117;77;32870;69;36988;59;36956;37
5855630;5975375;490;34267;146;92;33332;106;89;37316;123;90;33798;70;37338;60;37306;37
5855631;5975375;491;34394;146;92;33332;110;91;37444;123;92;33925;70;38190;60;38158;37
5855632;5975375;-1;-1;148;94;33939;-1;-1;-1;-1;-1;-1;71;38403;61;38371;39
5855633;5975375;450;31510;148;94;33939;169;136;31261;177;140;31261;71;38626;61;38594;39
5855634;5975375;447;31270;148;94;33939;159;133;31021;167;137;31021;71;40319;61;40267;39
5855635;5975375;443;31015;134;85;30438;155;129;30766;167;133;30766;70;39444;61;36157;38
5855636;5975375;440;30796;134;85;30438;151;126;30547;155;129;30547;70;39196;61;35909;38
5855637;5975375;437;30556;134;85;30438;141;123;30307;155;126;30307;70;38950;61;35663;38
5855638;5975375;433;30328;134;85;30438;135;119;30079;149;122;30079;70;38733;61;35446;38
5855639;5975375;430;30118;134;85;30438;135;116;29869;143;119;29869;70;38839;61;35552;38
5855640;5975375;428;29981;133;84;30317;135;114;29733;143;117;29733;70;38486;61;35200;38
5855641;5975375;420;29367;126;80;29880;126;106;29118;143;109;29118;69;38011;60;34724;37
5855642;5975375;414;28996;124;78;29389;120;100;28748;130;103;28748;68;37782;58;34496;36
5855643;5975375;412;28843;122;77;29051;116;98;28594;130;101;28594;67;37474;58;34187;35
5855644;5975375;407;28505;122;77;29051;113;93;28256;124;96;28256;67;37186;58;33899;35
5855645;5975375;403;28205;120;76;28684;106;89;27956;124;92;27956;66;36834;57;33547;35
5855646;5975375;400;27988;118;75;28269;106;86;27740;118;89;27740;65;36577;56;33291;34
5855647;5975375;395;27626;117;74;28061;106;81;27377;118;84;27377;65;36267;56;32980;33
5855648;5975375;390;27333;116;73;27831;93;78;27084;118;79;27084;64;35950;55;32769;33
5855649;5975375;392;27410;115;73;27653;93;80;27161;118;81;27161;64;35640;55;32961;33
5855650;5975375;395;27647;115;73;27653;106;81;27398;118;84;27398;64;35826;55;33274;33
5855651;5975375;392;27448;115;73;27653;129;117;27288;135;118;27288;64;32602;55;32602;33
5855652;5975375;389;27208;112;71;25773;127;114;27026;135;115;27026;63;31224;54;31172;32
5855653;5975375;388;27131;111;70;25792;127;113;26949;133;114;26949;63;31001;54;30950;32
5855654;5975375;364;25466;111;70;25792;89;74;25326;106;75;25326;63;30842;54;30790;32
5855655;5975375;362;25347;117;74;26622;86;73;25206;106;74;25206;63;32166;54;31959;32
5855656;5975375;352;24613;117;74;26622;88;76;27322;111;78;24431;63;30969;54;30917;32
5855657;5975375;344;24086;104;66;24278;82;69;23880;98;70;23880;61;30720;52;30669;30
5855658;5975375;341;23870;104;66;24278;78;65;26579;98;67;23687;61;29584;52;29533;30
5855659;5975375;344;24084;105;67;24507;80;68;26794;98;70;23902;62;29888;53;29837;31
5855660;5975375;336;23520;106;67;24683;80;63;23476;95;64;23476;62;29550;53;29498;31
5855661;5975375;337;23579;102;65;23968;80;64;23535;95;65;23535;60;28381;51;28381;30
5855662;5975375;340;23796;98;62;22933;82;67;23752;98;68;23752;59;28315;50;28315;29
5855663;5975375;320;22389;98;62;22933;73;59;22188;86;61;22189;59;27959;50;27959;29
5855664;5975375;315;22048;96;61;22593;72;54;21848;75;55;21848;58;27600;49;27600;28
5855665;5975375;309;21610;96;61;22554;72;51;21650;74;52;21650;58;27585;49;27585;28
5855666;5975375;316;22112;95;60;22386;73;55;21957;78;56;21957;57;27357;49;27357;28
5855667;5975375;305;21375;93;59;21812;73;54;21372;74;55;21373;57;26696;48;26696;28
5855668;5975375;305;21326;92;58;21569;73;58;21172;81;60;21172;56;26881;48;26881;27
5855669;5975375;305;21383;92;58;21569;73;59;21229;81;61;21230;60;26523;51;26523;30
5855670;5975375;304;21301;91;57;21040;74;61;21430;84;63;21431;60;26267;51;26267;30
5855671;5975375;307;21489;96;61;20942;78;64;21619;86;66;21620;60;26212;51;26212;30
5855672;5975375;309;21630;96;61;20942;80;68;21879;87;70;21880;56;26161;48;26161;27
5855673;5975375;294;20560;94;60;20521;88;72;20878;91;74;20879;55;25869;47;25869;27
5855674;5975375;291;20364;94;60;20521;84;70;20682;91;72;20682;55;25553;47;25553;27
5855675;5975375;292;20415;103;65;20981;84;70;20734;91;72;20734;55;26016;47;26016;27
5855676;5975375;296;20709;103;65;20981;88;75;21028;93;77;21028;56;25690;48;25690;28
5855677;5975375;292;20452;91;58;20441;88;76;21099;93;78;20362;56;25744;48;25744;28
5855678;5975375;288;20166;91;58;20441;119;101;20973;115;105;20973;52;23840;47;23462;28
5855679;5975375;286;20026;101;64;19795;114;99;20833;114;103;20833;52;23804;47;23426;28
5855680;5975375;291;20372;101;64;19795;112;96;22162;114;96;22162;52;24099;47;23720;28
5855681;5975375;287;20058;101;64;19795;106;91;21848;108;92;21848;52;23853;47;23474;28
5855682;5975375;287;20084;100;64;23057;107;92;21874;108;93;21874;52;23960;47;23581;27
5855683;5975375;289;20235;101;64;22669;109;94;22025;113;93;22025;53;23471;48;23471;28
5855684;5975375;289;20227;94;60;19728;97;88;21615;97;88;21615;53;23435;48;23435;28
5855685;5975375;285;19977;94;60;19728;93;84;21365;93;84;21365;53;23387;48;23387;28
5855686;5975375;282;19744;94;60;19728;89;81;21132;90;82;21132;53;23397;47;23397;27
5855687;5975375;287;20066;90;57;20238;91;83;22506;92;88;21624;53;21054;47;21054;27
5855688;5975375;287;20092;90;57;20238;70;59;19255;66;55;19255;46;19694;41;19694;23
5855689;5975375;290;20271;90;57;20232;70;56;19041;63;52;19041;46;19631;41;19631;23
5855690;5975375;288;20152;88;56;19833;60;52;18739;56;48;18739;51;-1;46;-1;26
5855691;5975375;293;20506;88;56;20010;65;53;18685;60;45;18685;45;-1;41;-1;22
5855692;5975375;273;19135;84;53;19160;58;52;19108;58;52;19108;47;19393;43;19430;23
5855693;5975375;276;19302;82;52;18896;55;48;18752;55;51;19051;46;19514;41;19551;22
5855694;5975375;273;19133;83;53;19066;53;48;18368;54;48;18882;46;19283;41;19320;22
5855695;5975375;275;19226;84;53;19496;55;46;18906;57;46;18906;47;19699;42;19737;23
5855696;5975375;275;19279;84;53;19496;60;55;18861;62;52;18861;48;19000;42;19037;23
5855697;5975375;278;19427;86;55;19988;61;53;19968;61;54;19000;46;19159;41;19196;22
5855698;5975375;279;19504;83;53;19285;61;53;20204;62;51;20121;46;19672;41;19709;22
5855699;5975375;273;19140;82;52;19115;61;52;20129;62;50;20046;47;19699;42;19736;23
